property_address,categories
"s no 500, 501,house doc no -948/2010,layout lp no - 234/82colony teachers colony,talukadharmavaram,district anantapur anantapur 515671 andhra pradesh",houseorplot
h .no.50/b at.dohole near.gavdevi mandir 421302,houseorplot
"flat,f 406,4th, super market road,b/h old post office kubernagar ,kubernagar ,ahmedabad,ahmadabad city,ahmedabad,gujarat,382340",flat
e 365 a riico industrial area bhiwadi bhiwadi bhiwadi bhiwadi 0 bhiwadi bhiwadi,houseorplot
unit-g-917 manglam city s no hathoj jaipur 302012 rajasthan,others
"khewat no. 250/224min khatauni no.456 situtated in up muhal dobhetta, tehsil nangal ,distt. rupnagar ,punjab khasra no.2903/ 1269-1720 kitta-1 measuring 0-06 marla near pahari market nangal",landparcel
"h.no 3-35, main road, duddepudi village & revenue, vemsoor mandal, khammam dist-507303. telangana",houseorplot
"s.f. no. 7986/2, taluka patia, beside outer ring road, chengalpattu, tamil nadu - 240853",landparcel
"flat no. 501, 5th floor, taj tower, plot no. 223, ghausia colony, near yes hospital, ring road, dighori square, nagpur.440009",flat
"flat no d 002,ground floor block d,visat circle - zundal circle road,siddhachal apartment, siddhachal anand chsl,sabarmati,nr visat circle,ahmedabad,gujarat,380005",flat
"plot-7 rangoli greens s no khasra no.3161/2/26587/3181,3179,3180 etc..sector 16 & 17,sec - 16 & 17 sonipat 131001 haryana",houseorplot
"house on,plot part of gatakhassra no 71kha/1,villagerafatpur,pargana /teh-dhanaurabd e-plot w-road n/s-plot amroha 244221 uttar pradesh",houseorplot
123/953 ghb kalapinagar meganinagar,flat
"flat no. 204, 02nd floor, maruti apartment, survey no. 11, hissa no. 1 of village nilemore, near ashirwad banglow, gavdevi road, nalsopara west, taluka vasai, district palghar 401203",flat
"flat no. 801, 8th floor, building no. f vesu canal road, vesu antlia dream opp. aagam paramount & swapnil palace",flat
"346 gita sai nagar, mohammadpura datt kunj near apple hospital",others
"plot-39 ruby signature city-phase-ii-plot 1 t0 61 plot 1-49,s no 9/11, 10/22,10/23, 10/24, 11/1, 11/2situated at selaiyur village,tambaram taluk, chengalpattudist tambaram 600073 tamil nadu",houseorplot
"flat no. 1101, 11th floor, wing b, acropolis, s.no. 108, hissa no. 3b, cts no. 6075 and 6076, opp sai emrald, vijay nagar road, mouje rahatani , taluka haveli",flat
"plot no 56, govind nagar, niwaru road, harnathpura, ., jaipur, ., jaipur, rajasthan, india, 302012",houseorplot
"flat no 306 3rd floor shankar heights phase 2 e wing kohoj khuntavali ambernath 421503, kohoj khuntavali, kohoj khuntawali road, thane, ambernath (west)",flat
740 192 begonia shalimar township niranjan pur ab road indore indore madhya pradesh 452010,flat
"shop,850,plot no459,plot no459,shree keshar group , ulwe, at panvel ulwe , panvel,ulwe,thane,panvel,raigad,maharashtra,410206",commercial unit
others 13 confare heights confare heights n.anr link road n.a goregaon (west) n.a. greater mumbai mumbai mumbai maharashtra 400090,flat
"flat-k/43/1305,floor-13 sp shukhobrishti ph 1b- sparsh s no e-1/e-2,,aa iii,newtownps-rajarhat. north 24 parganas 700156 west bengal",flat
"shop # b-196, anjana, ring road 2nd floor, raghukul market, b-wing lift # 657 opp anupam market, nr kamela darwaja",commercial unit
kambihalli village.chikkamagluru -577133,others
"501, the ten, near hcg hospital, navranjpura, ahmedabad, gujarat, india, 380006",flat
"house on west part,plot 6/bgat 1060/1/2,colony om kaknagar,village uendavan nagartaluka erandol jalgaon 425109 maharashtra",houseorplot
"plot no. c-8 (on site), plot no. d-279 (as per plan), gaypagla road, dhoranpardi, kamrej, hindva dreams, nr.kaneria plast pvt ltd.,",houseorplot
mouza kangaliganj patna rs lr plot 316 jl 192 kangaliganj patna abash midnapore,houseorplot
site no 7 bangalore 1st main road 24th d cross raghavendraswamy temple bangalore,houseorplot
flat no 102 site no 19 first floor y d sweet homes apartment 1 y d sweet homes apartment ward no 24 10th cross 2nd block hbr layout bangalore,flat
"unit-prov-alot-ews-31-hfa-2021 12 number stop phase 1 block a plot pmay,gram shahpura (meeramandir, indira nagar - phase 1& 2) bhopal 462001 madhya pradesh",houseorplot
"nagar nigam no. 49/234 aligarh (old no.763/756) situated at mendu compound, anandpuri, marris road, aligarh - 202001. near of center point",others
"sadar bazar, near railway station punjab, 148024 dhuri, sangrur, dhuri",others
"office no 157 treza building, behind bitwise tower, s no 335/482/506, baner, balewadi road, pune",commercial unit
"unit no-t-4b -501, fifth floor, tower-t4b, urban resort ,village-dhanwapur ,sector-103 ,gurugram ,haryana -122001",flat
"flat-407,floor-4 shubh srushti wing j s no 34/13/8 , 48/3/6,shubhsrushti ,ambedkar chowk katrapbadlapur east badlapur 421503 maharashtra",flat
"310/90, nanadoor no.180/797,sy no.937/990-716-182,37/548-385-784,piravom village, moovattupuzha taluk,piravom,ernakulam, sy no.417/586-109-85,211/620-825-996, in maliackal bakers house, near piravom mulanthuruthy road, cochin, piravom, piravom, muvattupuzha, ernakulam, kerala, 686664",others
"w g, 678, niwan, suraj ganj, jalandhar, punjab, india, 144001",others
"unit-211pto216/8 kailashdham residency s no 1642+1643+1644,b/hnishtha vidhya mandir,nearvrishti residency,halol bypassroad,halol panchmahal 389350 gujarat",flat
"all that the land admeasuring ac.49-00 guntas, forming part of sy.nos.439(part), 440 (part), 441 (part), 442 (part), 443 (part), 444, 445(part), and 449 (part) , situated at rajapushpa greendale, tellapur village, ramchandrapuram mandal, sangareddy district, telangana state all that the villa no.125, forming part of survey nos.439 (part), 440 (part), 441 (part), 442 (part), 443 (part), 444, 445(part), and 449 (part) admeasuring 330 sq.yards, built up area 4110 sft, situated at rajapushpa greendale, tellapur village, ramchandrapuram mandal, sangareddy district, telangana state.",houseorplot
"flat-1305,floor-13 nakshatra ozone b s no 50/6,7,8, 47/8, villagetivri,130feet road , juchandravillage , naigaon (e) dist thane 401202 maharashtra",flat
"apartment no. g-022, on second floor, super area of 4246 sq. ft., tower no. g, in the project known as privvy the address, as sector-93, in the revenue estate of village-hayatpur, sub tehsil-harsaru, district-gurugram, haryana",flat
plot area measuring 925+825- 1725 sq.fit i.e. 86+74.41 -160.41 sq.mtr. land no.710/2 situated at-matwana todhi fatehpur tahsil tahroli dist.jhansi u.p. sale deed 1+sale deed 2.,houseorplot
"c/104 b/h. taj hotel, hansol, hariom avenue, sr no 336/1 f p no 39 tp no 67 opp. ran mukteshwar mandir",flat
"flat-a,block-2,floor-1 vasundhara co-op hsg soc ltd plot 204,s no 204 kolkata 700047 west bengal",flat
"property at 1/3 part of plot no. 326, sector general market gharsana, mandi gharsana, distt. sri ganganagar, (raj.) 335707",houseorplot
"flat no.-308, 3rd floor, 3rd floor tower-a, sg impressions plus , flat no.-308 3rd floor tower-a sg impressions plus raj nagar ext. ghaziabad, na, , raj nagar ext., ghaziabad, ghaziabad, ghaziabad, uttar pradesh, 201017",flat
"flat no. 910, 9th floor, wing b, sukh vastu, near jain mandir khed shivapur gat no. 601/2 khed shivapur pune, jain mandir khed shivapur, khed shivapur -kondanpur road, pune, khed shivapur, khed shivapur, bhor",flat
c 647 sharanam square khokhara ahmedabad khokhara 449 sharanam square khokhara,others
"re.s.no.16, door no.1/62, kudi theru, amani puliyampatty village,, omalur sro,, omalur taluk,, omalur, salem, tamil nadu, india, 636455",houseorplot
house no 662p opp shiv nadar school sector 42 urban estate gurgaon 122003 opp shiv nadar school,houseorplot
"flat-l-907,floor-ninth sri balaji serene- los s no 423,294/590,attur village,yelahanka hobli bengaluru 560084 karnataka",flat
"unit no. 502,5th floor,tower- a b1,the amaryllis,ph-3, rohtak road,karol bagh,delhi,delhi-110008,new delhi,india.",flat
"flat no. 19, 1st floor, shiv sagar near campa cola compound worli hill road worli",flat
"khasra no. 9158/7, tehsil rampur kalan, adjacent to government primary school, patna, bihar - 776495",landparcel
vpc no 121/a/2 new no 150100500900120090 r/o kulhalli tq-rabakavi banhatti dist- bagalkote,houseorplot
"flat,sector 16 ,entire ,i - 6/ 73,house no 73 pocket i -6 , sector-16, rohini,new delhi,south west delhi,delhi,110089",flat
"block 89 mansa fibrezone india, sur no 608,opp rushit decor gandhinagar mansa highway, limbodra nr rushil decore",flat
"flat no. a-2, 2nd, anjali apartment, anjali apartment, ail that 3 bhk flat no. a-2 on second floor anjali apartment, khata khatoni sankhiya 02287 ( fasli year 1416 to 1421) khasra no, 1445 situated at mauza dehrakhas, pargana pachwadoon, tehsil & district dehradun, khasra no, 1445, near om city phase 3, mauza dehrakhas, pargana pachwadoon, tehsil & district dehradun, dehradun, situated at mauza dehrakhas, , dehradun, dehradun, uttarakhand, 248001",flat
"dag no. 8660/9, mouza kothanur, near water tank, kanpur nagar, uttar pradesh - 584768",landparcel
104 na bldg no 22 rosemery regency anantam phase iii 1 regency anantam thane,flat
h no 626 4 hansi tehsil hansi distt hisar waka moja dhola kuan near shiv mandir,houseorplot
"plot no. 72 p.n. 40/347 chak 1ksr b m.n. 29 k.n. 3/1,,4/1 apna ghar colony 28 pbn bus stand",houseorplot
kaswa bisauli ward sankhya -606 mohalla gadarpura harijan basti pargana tehsil bisauli district budaun,others
"r.s.no.2095,plot no.5 paikee south side,at-ta:vadhwan,dist:surendranagar",houseorplot
"flat no 715 a new friends colony,dda flats ground floor mig sarai jullena na",flat
"plot no-158 paiki southern side half part, survey no-721/1, moje kanknol, himatnagar, sabarkantha district, gujarat-383001",houseorplot
"r.s. no. 6664/8, taluka mangalagiri, behind infopark, hyderabad, telangana - 110287",landparcel
"flat-201,floor-2 midas enclave plot 11 & 12,s no 162/1-a,163/2 & 163/b parts,arjunnagar, mouza rahatgaon,praganenandgaon peth, nagpur road amravati 444604 maharashtra",flat
survey no. 899 a property no.b2 490 nagesh enterprises and furniture ausa road latur ausa road 998 nagesh enterprises and furniture ausa road,commercial unit
"plot no.7,s no 187/10,house inplot no 7,sevaliar sivajinagar ammapettai siruvillagekumbakonam thanjavur 612001 tamil nadu",houseorplot
"s.f. no. 7381/5, pargana wagholi, behind infopark, bilaspur, chhattisgarh - 653337",landparcel
3103 bldg no 9 wing e tower 2 sethia imperial avenue bldg no 9 malad e opp raheja estate 0 sethia imperial avenue bldg no 9 opp raheja estate,flat
smt: yamanavva naik vpc no : 3743 new no:150400504800120986 at: hallur tq:mudalagi dist: belagavi pincode : 591312,others
"plot-44,43-mansarovar revenue village-bedla s no rev village bedla udaipur-rj 313001 rajasthan",houseorplot
"flat-front-north-portion,floor-ninth shantusti apartment plot 758,s no 856/429,old no:20new no:858 ganapathy colonyteynampet chennai 600018 tamil nadu",flat
"flat-704,floor-7 austin yana bldg c s no 73/1(p),,ashok nagar,tathawade, pune pimpri chinchwad 411033 maharashtra",flat
"all that piece and parcel of landed property adm. ac. 2.00 in sy. nos 22/a/1 and 22/a/2 at satamral village and panchayat, shamshabad mandal",landparcel
"plot-e1-104 lykehomes avenue s no rect no-39,killa no-19min21,22,23,24,25min,46//1,29/3mn,10min,sector 03,villagebadsa gurgaon 122001 haryana",houseorplot
608 0 e wing medatiya raviraj residency complex 6 medatiya raviraj residency complex deepak hospital lane mumbai,flat
"commercial, na, patta no 962, khasra no 9, on main road, patta no 306, khasra no 309, askali, g.p.- sarahwada, p.s.- kherabad, dist.-kota, rajasthan, kota, askali, askali, kota, rajasthan, 326517",commercial unit
"flat-101,floor-1 rutu park bldgb1 s no 90/1,91/9/10,93/6/7/1194/3/4,95/1/10majiwadenr.vrindavan bus termlthane [w] thane 400607 maharashtra",flat
"flat-201,floor-2 shambhunath apartment building a c s no 2136 to 2140 paikeevashi faliahalar roadvalsad valsad 396001 gujarat",flat
"flat no - 644,dda lig flat,pocket - d,ground floor without roof right,lok nayak puram, bakkarwala,nearby pioneer convent school / mandir,new delhi,delhi,110041",flat
"flat-302,floor-3 nirvana residency phase-2-bld-3 s no gat no.-106(1-25),villagewanjale, karjat neral road,next to d-mart, karjat raigarh-ms 410201 maharashtra",flat
"property no :- 724/a , swati no :- 150400601600100034, gsc :pro8800005253538 , daddi , panchyat daddi , hukkeri belagum 591254",others
"house b-17-1558/1,khassra1680/357,village peerubandacolony sunder nagar,districtludhiana,plot i,nr ajad nagar ludhiana 141001 punjab",houseorplot
"plot no f39 eden self city,sector -1 edan slf city sec 1 tarori karnal karnal karnal karnal haryana 132001",houseorplot
"mrunali paradise, flat no - 982, 4th floor, fatima hihg school badlapur west - ambarnath",flat
"flat-b-803,floor-8 gsr heights - tower- b plot on,kalp city, villagemijnoer, pargana bijnor lucknow 226021 uttar pradesh",flat
"plot house no. 2058/c/type 2house no. 2058/c/type 2district kurushetra,colonyhousing board,tehsil thanesarsector 4 kurukshetra 136118 haryana",houseorplot
"flat-f1,floor-1 shri krishna apartments plot plot no - 12,plot no:12,senthamizh salai, thendralnagar, s.no 290/9, anagaputhur chennai 600070 tamil nadu",flat
"plot no 68, kumaran nagar, thirumullaivayal, chennai, tamil nadu, india, 600062",houseorplot
"ppid 1gjcpjd7, khewat no 2363, khasra no 4320, waka patti insar panipat, under nagar nigam abadi krishna nagar, tehsil camp, panipat, panipat, haryana, india, 132103",houseorplot
"flat-204,floor-2 jvm accord a1 s no 13,village dhokali,kolshet road, thane(west) thane 400603 maharashtra",flat
"khasra no 63/1/6, bn 314, phno 08, mouza partala, ward no 1, radha krashnan, rnm chhindwara 2, teh & dist chhindwara mp.",landparcel
"flat-m309,floor-fourth nandi brindavan s no 627,khatha no 186,uttarahalli main road, bhcslayout ward no - 940 bengaluru 560061 karnataka",flat
plot no 13 sec 29 block a3 delhi 110085 plot no-13sec-29 sec-29 north west delhi delhi delhi 110085,houseorplot
freehold residential entire upper ground floor and entire first floor without its roof/terrace rights built on plot bearing no. 770 area measuring 624 sq. mtrs. on blockbl situated in the layout plan of shalimar bagh residential scheme shalimar bagh paschimi west delhi 110088,flat
plot no. g 3/2 entire first floor and second floor with roof rights model town g 3/2 delhi model town 0 g 3/2 model town,houseorplot
"plot no. 14 to 20, new plot no. 14, out of khasra no. 30/13, land area measuring 46 sq. yds., situated at village hastsal, delhi abadi colony known as vikas nagar extn., pocket-p, block-a, vikas nagar, uttam nagar, new delhi-110059",houseorplot
"flat-f4,floor-1 akalya plot no 12 & 13vgn gokulam gardenthird streetparuthipattu avadi 600054 tamil nadu",flat
1 jia sarees near jain temple m g road m g road vadodara 0 near jain temple m g road vadodara,others
"shop no.948-a, ground floor, vision, r.s.no.964/848 + 361 + 824/965/355+ 123/918/b, 866 t.p.s.no.359, f.p.no.429, adajan, surat. adajan",commercial unit
"flat-102,floor-1 siddharth skyline blk a plot fp 822/1,s no 822/1,nr.siddharth heights, kolwadaroad, vavol, gnadhinagar gandhinagar 382016 gujarat",flat
"all that the bearing house no 1-117, survey no 134, admeasuring 126.6, equivalent to 105.8 sq.mts., with built up area ground floor 800.25 sft., total built up area 2400.75 sft., (r.c.c roof), situated at kokapet village, gandipet mandal, ranga reddy dist. telangana-500075. and bounded by:-",houseorplot
"2203, tower-02, one bangalore west, flat no: 2203, 20th floor of tower-02 of one bangalore west, property bearing municipal no:1, dr. rajkumar road, industrial suburb, rajajinagar, bangalore , 2203, brigade gateway, dr rajakumar road, bangalore, rajajinagar , rajajinagar industrial town, bengaluru urban, karnataka, 560055",flat
